opportunity_id,account_name,account_id,segment,stage,amount_brl,close_date,owner_email,forecast_category,created_date,days_in_stage,hubspot_contact_id
OPP-2024927,TapFlow,ACC-1115,Mid-Market,Qualification,-48398.16,2024-02-15,joao@raptorsoft.com,Pipeline,2023-12-11,29,HS-90069
OPP-2024928,nexus,,Enterprise,Discovery,156797.78,2024-12-27,joao@raptorsoft.com,Commit,2024-10-10,83,HS-90177
OPP-2024929,CORELOGIC,ACC-1114,Mid-Market,Closed Lost,56014.18,2024-05-27,pedro@raptorsoft.com,Commit,2024-03-21,103,
OPP-2024930,Vertice Tech,ACC-1103,Mid-Market,Prospecting,127718.9,2024-09-04,joao@raptorsoft.com,Omit,2024-04-25,61,HS-90266
OPP-2024931,ZENTRA,ACC-1112,Enterprise,DISCOVERY,448958.87,2024-12-15,joao@raptorsoft.com,Best Case,2024-01-04,41,
OPP-2024932,TAPFLOW,ACC-1115,SMB,Negotiation,10160.15,2025-01-04,joao@raptorsoft.com,Pipeline,2024-03-17,12,
OPP-2024933,Amplia Soluções Ltda,ACC-1113,Enterprise,Closed Lost,456342.16,2024-12-23,joao@raptorsoft.com,Omit,2024-08-29,120,HS-90601
OPP-2024934,Zentra Tech,ACC-1112,Mid-Market,Negotiation,121718.17,2024-03-11,ana.lima@raptorsoft.com,Omit,2023-12-30,59,
OPP-2024935,GRUPO NEXUS,ACC-1102,SMB,Closed Won,25688.59,2024-07-12,ana.lima@raptorsoft.com,Pipeline,2024-05-24,38,
OPP-2024936,Innova Tech,ACC-1116,Mid-Market,Prospecting,49945.21,2024-09-07,ana.lima@raptorsoft.com,commit,2024-06-03,58,HS-90649
OPP-2024937,Vértice Tech,ACC-1103,Enterprise,Proposal,289666.12,2024-08-09,mariana@raptorsoft.com,pipeline,2024-05-20,11,
OPP-2024938,Core Logic,ACC-1114,SMB,Closed_Lost,38426.76,2024-09-27,ana.lima@raptorsoft.com,Omit,2024-04-18,93,HS-90637
OPP-2024939,Amplia,ACC-1113,Enterprise,Proposal,305748.82,2023-07-29,pedro@raptorsoft.com,Pipeline,2023-08-13,6,HS-90229
OPP-2024940,Vertice,ACC-1103,Mid-Market,Qualification,129460.28,2024-02-22,pedro@raptorsoft.com,Pipeline,2023-09-24,56,
OPP-2024941,acme,ACC-1100,Mid-Market,Negotiation,37018.52,2023-12-28,ana.lima@raptorsoft.com,omit,2023-10-21,65,HS-90537
OPP-2024942,innova,ACC-1116,Mid-Market,Closed Won,77915.49,2024-12-31,ana.lima@raptorsoft.com,Best Case,2024-08-01,19,
OPP-2024943,Vértice Tech,ACC-1103,SMB,Prospecting,26410.7,2025-01-13,ana.lima@raptorsoft.com,omit,2023-09-04,53,HS-90284
OPP-2024944,Rush Flow,ACC-1110,Mid-Market,Prospecting,56320.82,2025-01-31,,Best Case,2024-01-20,120,HS-90198
OPP-2024945,VERTICE TECH,ACC-1103,SMB,Closed_Lost,11281.12,2024-11-22,ana.lima@raptorsoft.com,Commit,2024-05-25,108,HS-90578
OPP-2024946,Beta Solutions Ltda,ACC-1101,Mid-Market,Qualification,142027.49,2024-11-06,ana.lima@raptorsoft.com,Omit,2024-09-15,62,
OPP-2024947,ZENTRA,ACC-1112,Mid-Market,Qualification,82086.41,2024-08-16,ana.lima@raptorsoft.com,best case,2024-08-16,92,HS-90520
OPP-2024948,Orbit,ACC-1104,Enterprise,Closed Won,230146.74,2025-01-17,mariana@raptorsoft.com,Pipeline,2024-10-15,13,
OPP-2024949,Mindbox,ACC-1111,SMB,Closed Lost,14324.04,2024-05-25,pedro@raptorsoft.com,Pipeline,2023-10-11,46,HS-90546
OPP-2024950,RushFlow,ACC-1110,SMB,Qualification,5582.27,2025-01-08,ana.lima@raptorsoft.com,Omit,2024-11-21,46,
OPP-2024951,zentra,ACC-1112,Mid-Market,Discovery,-110539.5,2024-07-28,,Best Case,2023-12-14,35,HS-90421
OPP-2024952,Blue Path,ACC-1119,SMB,Negotiation,21955.09,2024-12-08,carlos@raptorsoft.com,Omit,2024-09-21,109,
OPP-2024953,Zentra Tech,,Mid-Market,Prospecting,130667.48,2024-08-18,carlos@raptorsoft.com,Pipeline,2024-05-05,600,
OPP-2024954,ZENTRA,ACC-1112,Mid-Market,Discovery,136515.57,2024-02-14,,Commit,2023-07-11,70,HS-90367
OPP-2024955,Tap Flow,,SMB,Closed Lost,6440.22,2024-05-11,joao@raptorsoft.com,Omit,2024-01-11,54,HS-90457
OPP-2024956,Polaris,ACC-1118,SMB,Prospecting,30207.13,2024-12-04,mariana@raptorsoft.com,commit,2024-02-03,72,HS-90448
OPP-2024957,AMPLIA SOLUCOES,ACC-1113,Enterprise,Proposal,465592.24,2024-06-26,,Best Case,2024-04-27,81,
OPP-2024958,orbit digital,ACC-1104,Enterprise,Discovery,293579.19,2024-12-08,carlos@raptorsoft.com,Omit,2024-05-06,5,HS-90352
OPP-2024959,Sky Ops,ACC-1108,Mid-Market,Proposal,-132613.01,2024-09-15,joao@raptorsoft.com,Commit,2024-05-18,40,HS-90295
OPP-2024960,Data Prime,,Mid-Market,Discovery,128133.74,2025-01-23,carlos@raptorsoft.com,Best Case,2024-09-20,22,
OPP-2024961,Grupo Nexus,ACC-1102,SMB,closed-won,32269.64,2024-05-26,pedro@raptorsoft.com,Omit,2023-10-02,94,HS-90729
OPP-2024962,mindbox,ACC-1111,SMB,Qualification,17119.64,2025-01-20,mariana@raptorsoft.com,Commit,2024-05-08,44,
OPP-2024963,Mindbox,ACC-1111,SMB,Discovery,13061.24,2024-11-15,joao@raptorsoft.com,omit,2024-10-08,39,
OPP-2024964,Polaris Tech,ACC-1118,SMB,Qualification,23701.05,2024-06-27,ana.lima@raptorsoft.com,Pipeline,2024-06-06,67,HS-90038
OPP-2024965,rushflow,ACC-1110,Enterprise,Discovery,103857.07,2024-11-26,joao@raptorsoft.com,Pipeline,2023-09-08,40,
OPP-2024966,innova,ACC-1116,Mid-Market,Prospecting,72748.85,2024-06-01,mariana@raptorsoft.com,omit,2023-08-21,120,HS-90066
OPP-2024967,Orbit Digital,ACC-1104,Mid-Market,Negotiation,75128.47,2023-01-30,mariana@raptorsoft.com,commit,2023-11-17,3,HS-90700
OPP-2024968,Vertice,ACC-1103,Mid-Market,Closed Won,50424.14,2025-01-01,pedro@raptorsoft.com,Commit,2024-08-23,75,HS-90379
OPP-2024969,GRIDSOFT,ACC-1117,SMB,Closed Lost,38090.68,2024-07-27,pedro@raptorsoft.com,Omit,2024-06-21,85,HS-90306
OPP-2024970,Vértice Tech,ACC-1103,Mid-Market,Prospecting,120073.53,2024-11-07,ana.lima@raptorsoft.com,Pipeline,2024-10-05,98,
OPP-2024971,VERTICE TECH,ACC-1103,SMB,Qualification,16960.17,2024-04-07,joao@raptorsoft.com,Omit,2023-07-31,118,HS-90023
OPP-2024972,Zentra,ACC-1112,Enterprise,Prop,159122.78,2024-07-21,carlos@raptorsoft.com,Best Case,2023-12-18,107,HS-90021
OPP-2024973,Polare,ACC-1109,Mid-Market,Qualification,119535.46,2024-12-09,pedro@raptorsoft.com,Pipeline,2024-05-22,74,
OPP-2024974,ORBIT DIGITAL,ACC-1104,SMB,Closed Won,33922.31,2023-10-12,carlos@raptorsoft.com,Pipeline,2023-08-30,60,HS-90713
OPP-2024975,RUSHFLOW,ACC-1110,SMB,Qualification,7760.31,2025-01-07,pedro@raptorsoft.com,Commit,2024-08-15,1,HS-90769
OPP-2024976,Sky Ops,ACC-1108,SMB,Proposal,8008.19,2024-12-29,joao@raptorsoft.com,Commit,2024-04-24,38,HS-90520
OPP-2024977,Polare,,SMB,Closed Lost,25807.55,2024-07-14,mariana@raptorsoft.com,pipeline,2023-07-29,33,HS-90107
OPP-2024978,Amplia,ACC-1113,Enterprise,Closed Won,353925.39,2024-12-25,joao@raptorsoft.com,Commit,2024-05-27,72,
OPP-2024979,nexus,ACC-1102,SMB,Qualification,22818.85,2023-08-24,joao@raptorsoft.com,Commit,2024-09-05,74,HS-90266
OPP-2024980,Grid Soft,ACC-1117,Mid-Market,Negotiation,121623.76,2024-10-11,carlos@raptorsoft.com,Commit,2023-07-04,91,
OPP-2024981,polare,ACC-1109,Mid-Market,Prospecting,96335.5,2024-03-12,joao@raptorsoft.com,Commit,2024-01-18,27,HS-90519
OPP-2024982,RushFlow,ACC-1110,SMB,Negotiation,13191.27,2025-01-30,,Best Case,2024-07-02,117,HS-90652
OPP-2024983,BLUEPATH,ACC-1119,SMB,Proposal,14257.76,2024-10-08,,Best Case,2023-11-08,84,HS-90274
OPP-2024984,beta solutions,ACC-1101,SMB,Closed Won,29645.41,2024-12-18,pedro@raptorsoft.com,omit,2024-11-18,82,HS-90557
OPP-2024985,Acme,ACC-1100,Mid-Market,Qualification,133866.02,2024-11-20,ana.lima@raptorsoft.com,Omit,2024-10-29,2,
OPP-2024986,Innova Tech,,SMB,Discovery,20106.74,2024-03-30,ana.lima@raptorsoft.com,Omit,2024-01-14,120,HS-90343
OPP-2024987,Orbit,ACC-1104,Enterprise,Closed Won,483374.47,2024-08-30,joao@raptorsoft.com,Omit,2024-08-28,64,HS-90576
OPP-2024988,Acme Corp,ACC-1100,Mid-Market,Prospecting,108521.82,2024-11-10,pedro@raptorsoft.com,Omit,2024-10-15,10,
OPP-2024989,innova,ACC-1116,SMB,Closed Won,8915.61,2024-05-17,carlos@raptorsoft.com,Pipeline,2024-04-12,7,
OPP-2024990,GRIDSOFT,ACC-1117,Enterprise,Qualification,157628.29,2024-09-07,pedro@raptorsoft.com,pipeline,2023-11-12,95,HS-90384
OPP-2024991,Orbit,ACC-1104,SMB,qualification,21461.37,2024-12-27,carlos@raptorsoft.com,Best Case,2024-06-26,46,
OPP-2024992,Nexus Group,ACC-1102,Mid-Market,Negotiation,50487.54,2024-12-02,pedro@raptorsoft.com,Omit,2024-05-23,113,
OPP-2024993,ConnectWave,ACC-1107,SMB,Negotiation,15918.65,2025-01-30,mariana@raptorsoft.com,Pipeline,2023-07-10,109,
OPP-2024994,Mindbox,ACC-1111,Mid-Market,Proposal,45342.91,2024-05-19,carlos@raptorsoft.com,Commit,2024-01-23,6,HS-90540
OPP-2024995,Fluxo Sistemas,ACC-1105,SMB,qualification,11975.57,2023-07-24,,best case,2023-07-10,750,HS-90761
OPP-2024996,Sky Ops,ACC-1108,SMB,Negotiation ,23238.23,2023-01-03,joao@raptorsoft.com,Pipeline,2023-10-22,97,HS-90142
OPP-2024997,Orbit,,Mid-Market,Closed Won,31068.77,2024-12-21,pedro@raptorsoft.com,Pipeline,2024-10-13,34,HS-90611
OPP-2024998,BLUEPATH,ACC-1119,Mid-Market,Qualification,116761.5,2024-03-30,pedro@raptorsoft.com,Pipeline,2024-02-10,48,HS-90777
OPP-2024999,Innova,ACC-1116,SMB,Qualification,33172.2,2024-03-19,mariana@raptorsoft.com,commit,2023-07-19,78,
OPP-2025000,skyops,ACC-1108,SMB,qualification,14344.88,2023-11-25,ana.lima@raptorsoft.com,Best Case,2023-08-24,77,HS-90152
OPP-2025001,CONNECTWAVE,,SMB,Negotiation,22390.82,2025-01-07,ana.lima@raptorsoft.com,Best Case,2024-06-19,29,
OPP-2025002,Zentra Tech,ACC-1112,Enterprise,Negotiation,267469.16,2024-02-18,joao@raptorsoft.com,Commit,2023-11-20,111,HS-90062
OPP-2025003,Vertice Tech,ACC-1103,SMB,prospecting,9472.54,2024-10-01,ana.lima@raptorsoft.com,Best Case,2024-09-09,119,
OPP-2025004,Polaris Tech,ACC-1118,Enterprise,Prospecting,189755.34,2025-01-21,joao@raptorsoft.com,Commit,2024-07-18,40,HS-90429
OPP-2025005,gridsoft,ACC-1117,SMB,Prospecting,16651.37,2024-02-20,ana.lima@raptorsoft.com,Commit,2023-07-26,45,HS-90419
OPP-2025006,Vertice,ACC-1103,SMB,Closed Won,33911.76,2023-10-13,mariana@raptorsoft.com,Omit,2023-10-12,120,
OPP-2025007,Beta Solutions,ACC-1101,Enterprise,Proposal,207825.0,2025-01-24,pedro@raptorsoft.com,Pipeline,2024-09-25,27,HS-90111
OPP-2025008,DataPrime,ACC-1106,Mid-Market,Qualification,62625.03,2024-12-04,joao@raptorsoft.com,Omit,2024-05-04,44,HS-90619
OPP-2025009,CONNECTWAVE,ACC-1107,SMB,Prospecting,28097.37,2024-05-19,joao@raptorsoft.com,Best Case,2023-12-24,60,
OPP-2025010,MINDBOX,ACC-1111,SMB,Closed Lost,7267.05,2024-11-28,joao@raptorsoft.com,Omit,2024-11-26,13,HS-90164
OPP-2025011,ConnectWave,ACC-1107,SMB,Prospecting,11527.08,2024-09-17,mariana@raptorsoft.com,best case,2024-04-11,92,
OPP-2025012,beta solutions,ACC-1101,Mid-Market,Negotiation,104747.72,2023-11-30,ana.lima@raptorsoft.com,Pipeline,2023-10-16,120,HS-90768
OPP-2025013,CORELOGIC,ACC-1114,Mid-Market,Closed Lost,123680.91,2024-12-08,carlos@raptorsoft.com,Best Case,2024-10-20,79,
OPP-2025014,ZENTRA,ACC-1112,Enterprise,Closed Lost,351474.53,2024-12-15,,Commit,2024-10-20,119,HS-90454
OPP-2025015,Acme Corp.,ACC-1100,SMB,Negotiation,30027.06,2024-10-25,mariana@raptorsoft.com,Pipeline,2024-10-22,20,HS-90776
OPP-2025016,bluepath,ACC-1119,SMB,Closed Lost,11928.79,2025-01-06,joao@raptorsoft.com,Pipeline,2024-11-14,37,HS-90360
OPP-2025017,bluepath,ACC-1119,SMB,Closed Won,35384.43,2024-07-10,joao@raptorsoft.com,Best Case,2023-12-21,5,
OPP-2025018,Connect Wave,ACC-1107,Mid-Market,Closed Won,83098.08,2025-01-16,carlos@raptorsoft.com,Best Case,2024-08-11,113,
OPP-2025019,skyops,ACC-1108,SMB,Prop,37471.03,2025-01-15,ana.lima@raptorsoft.com,Commit,2023-11-26,28,HS-90227
OPP-2025020,FLUXO SISTEMAS,ACC-1105,Enterprise,Prospecting,395436.08,2024-12-06,joao@raptorsoft.com,Commit,2024-11-27,48,HS-90373
OPP-2025021,corelogic,ACC-1114,Enterprise,Proposal,474287.25,2024-08-20,joao@raptorsoft.com,commit,2024-04-23,113,HS-90787
OPP-2025022,polare,ACC-1109,Mid-Market,Closed Lost,59613.83,2024-10-05,mariana@raptorsoft.com,Pipeline,2024-09-07,13,HS-90576
OPP-2025023,Beta Solutions,ACC-1101,SMB,Proposal,27382.21,2024-03-31,mariana@raptorsoft.com,commit,2023-12-06,108,HS-90473
OPP-2025024,Acme Corp,ACC-1100,SMB,Prospecting,7140.11,2024-02-24,ana.lima@raptorsoft.com,Omit,2023-10-13,93,HS-90314
OPP-2025025,rushflow,ACC-1110,Mid-Market,Discovery,90390.58,2024-11-10,carlos@raptorsoft.com,Best Case,2024-09-25,97,HS-90151
OPP-2025026,Vertice,ACC-1103,Mid-Market,Prospecting,46332.81,2023-03-11,ana.lima@raptorsoft.com,Best Case,2024-05-03,118,HS-90366
OPP-2025027,ORBIT DIGITAL,ACC-1104,Mid-Market,Closed Lost,137510.5,2025-01-17,carlos@raptorsoft.com,commit,2024-11-28,-5,HS-90618
OPP-2025028,Polare,ACC-1109,Mid-Market,Discovery,144185.37,2024-09-07,joao@raptorsoft.com,Commit,2023-09-24,65,
OPP-2025029,VERTICE TECH,ACC-1103,Enterprise,Qualification,172371.07,2024-09-13,ana.lima@raptorsoft.com,Best Case,2023-07-29,91,HS-90108
OPP-2025030,INNOVA,ACC-1116,Enterprise,Proposal,165752.67,2024-12-03,pedro@raptorsoft.com,commit,2024-11-13,71,HS-90106
OPP-2025031,BluePath,,SMB,qualification,31140.71,2023-09-30,carlos@raptorsoft.com,Best Case,2023-12-31,10,HS-90073
OPP-2025032,GRIDSOFT,ACC-1117,Mid-Market,Closed Lost,53282.18,2024-07-31,ana.lima@raptorsoft.com,Pipeline,2024-02-07,53,
OPP-2025033,orbit digital,ACC-1104,SMB,Qualification,32388.19,2024-11-19,carlos@raptorsoft.com,Pipeline,2024-09-24,21,HS-90715
OPP-2025034,CORELOGIC,,SMB,Closed Won,31533.87,2024-12-28,joao@raptorsoft.com,Omit,2024-10-16,99,HS-90440
OPP-2025035,Polare Ltda,ACC-1109,Mid-Market,Proposal,66446.69,2024-05-06,pedro@raptorsoft.com,pipeline,2023-12-23,56,HS-90507
OPP-2025036,tapflow,ACC-1115,Enterprise,prospecting,326017.9,2024-01-14,carlos@raptorsoft.com,pipeline,2023-07-23,39,
OPP-2025037,mindbox,ACC-1111,SMB,Qualification,-17197.36,2024-05-11,carlos@raptorsoft.com,commit,2024-02-16,8,
OPP-2025038,CoreLogic,ACC-1114,Enterprise,Closed Lost,324104.86,2024-06-02,carlos@raptorsoft.com,best case,2024-02-17,51,HS-90007
OPP-2025039,acme,ACC-1100,Mid-Market,Prospecting,62335.89,2023-12-08,pedro@raptorsoft.com,Omit,2024-02-22,18,
OPP-2025040,Beta Solutions Ltda,ACC-1101,Mid-Market,Discovery,76071.69,2023-07-28,joao@raptorsoft.com,Omit,2024-07-15,24,HS-90102
OPP-2025041,Orbit,ACC-1104,SMB,Closed Lost,21570.84,2024-12-17,ana.lima@raptorsoft.com,Pipeline,2024-09-06,114,
OPP-2025042,ACME CORP,ACC-1100,Mid-Market,Discovery,52926.22,2024-07-27,carlos@raptorsoft.com,pipeline,2024-04-01,99,
OPP-2025043,Innova Tech,ACC-1116,Mid-Market,Proposal,46758.91,2024-12-29,ana.lima@raptorsoft.com,Commit,2024-09-25,65,
OPP-2025044,POLARIS,ACC-1118,Mid-Market,Closed Won,122599.29,2024-09-09,ana.lima@raptorsoft.com,Best Case,2024-01-01,76,
OPP-2025045,zentra,ACC-1112,SMB,Proposal,28292.93,2024-09-06,pedro@raptorsoft.com,Commit,2024-06-13,95,HS-90727
OPP-2025046,Grupo Nexus,ACC-1102,Mid-Market,Closed Won,45039.51,2024-05-26,joao@raptorsoft.com,Commit,2023-07-19,51,
OPP-2025047,GRUPO NEXUS,ACC-1102,SMB,Qualification,39610.0,2024-10-22,ana.lima@raptorsoft.com,best case,2024-08-19,36,
OPP-2025048,acme,ACC-1100,Mid-Market,Proposal,-34770.89,2024-11-26,carlos@raptorsoft.com,Pipeline,2024-08-31,24,HS-90019
OPP-2025049,Zentra Tech,ACC-1112,SMB,Negotiation,17975.74,2024-02-24,mariana@raptorsoft.com,best case,2023-09-25,89,HS-90147
OPP-2025050,Amplia Soluções,ACC-1113,SMB,closed-won,31192.68,2024-06-18,,Best Case,2024-04-13,74,HS-90277
OPP-2025051,Sky Ops,ACC-1108,SMB,Closed Lost,8896.35,2024-01-25,joao@raptorsoft.com,Commit,2023-11-28,39,
OPP-2025052,GridSoft,ACC-1117,SMB,Proposal,21445.39,2024-08-20,ana.lima@raptorsoft.com,Pipeline,2024-01-18,78,HS-90438
OPP-2025053,Polare Ltda,ACC-1109,Enterprise,Negotiation,438492.36,2024-07-26,joao@raptorsoft.com,Commit,2023-10-11,37,
OPP-2025054,tapflow,ACC-1115,SMB,Discovery,16733.44,2024-11-16,pedro@raptorsoft.com,commit,2024-04-01,29,
OPP-2025055,Amplia,ACC-1113,SMB,Closed Won,7212.67,2024-11-14,carlos@raptorsoft.com,Commit,2024-09-17,35,
OPP-2025056,MINDBOX,ACC-1111,SMB,Negotiation,21693.45,2024-12-15,carlos@raptorsoft.com,Omit,2023-08-03,65,HS-90217
OPP-2025057,ConnectWave,ACC-1107,SMB,Closed Lost,34964.87,2024-12-03,mariana@raptorsoft.com,Omit,2024-10-05,104,HS-90304
OPP-2025058,BETA SOLUTIONS,ACC-1101,SMB,Prospecting,21638.23,2025-01-14,pedro@raptorsoft.com,Pipeline,2023-08-04,38,
OPP-2025059,GridSoft,ACC-1117,SMB,Proposal,19868.2,2024-10-21,mariana@raptorsoft.com,Pipeline,2024-03-10,114,HS-90187
OPP-2025060,Sky Ops,ACC-1108,Enterprise,Negotiation,408438.94,2025-01-19,carlos@raptorsoft.com,Commit,2024-10-29,104,HS-90210
OPP-2025061,orbit digital,ACC-1104,Mid-Market,Closed Won,131738.07,2024-01-02,carlos@raptorsoft.com,Commit,2023-12-21,109,HS-90142
OPP-2025062,AMPLIA SOLUCOES,ACC-1113,SMB,Closed Lost,7721.23,2024-12-18,joao@raptorsoft.com,Best Case,2024-09-05,21,HS-90594
OPP-2025063,tapflow,ACC-1115,Mid-Market,Closed Won,141658.65,2024-04-22,ana.lima@raptorsoft.com,Best Case,2023-09-21,59,HS-90315
OPP-2025064,Vértice Tech,ACC-1103,Mid-Market,Prospecting,94267.47,2024-01-22,carlos@raptorsoft.com,Best Case,2023-12-09,82,HS-90367
OPP-2025065,ZENTRA,ACC-1112,SMB,Proposal,7222.83,2024-08-07,carlos@raptorsoft.com,Best Case,2023-07-28,117,HS-90251
OPP-2025066,Amplia Soluções Ltda,ACC-1113,Mid-Market,Proposal,-86577.12,2024-08-05,joao@raptorsoft.com,Commit,2023-09-16,83,HS-90666
OPP-2025067,gridsoft,ACC-1117,Mid-Market,Closed Lost,30176.72,2024-01-20,,Best Case,2023-11-23,113,
OPP-2025068,ZENTRA,ACC-1112,Enterprise,Proposal,478347.67,2024-07-05,joao@raptorsoft.com,Commit,2023-09-06,3,HS-90593
OPP-2025069,BLUEPATH,ACC-1119,SMB,Closed Won,7634.17,2024-11-04,ana.lima@raptorsoft.com,Omit,2024-10-21,52,
OPP-2025070,ACME CORP,ACC-1100,Mid-Market,Prospecting,149311.85,2025-01-30,pedro@raptorsoft.com,Commit,2024-10-10,84,HS-90534
OPP-2025071,GRIDSOFT,ACC-1117,Enterprise,closed-won,363099.87,2024-08-23,joao@raptorsoft.com,Best Case,2023-09-22,119,
OPP-2025072,Mind Box,ACC-1111,SMB,Proposal,37439.57,2023-10-28,ana.lima@raptorsoft.com,Best Case,2024-10-05,115,HS-90227
OPP-2025073,skyops,ACC-1108,Mid-Market,Closed Won,74066.01,2025-01-29,carlos@raptorsoft.com,Omit,2023-09-20,116,HS-90734
OPP-2025074,BluePath,ACC-1119,SMB,Discovery,19002.3,2024-02-17,pedro@raptorsoft.com,Omit,2024-07-13,53,
OPP-2025075,Innova,ACC-1116,Enterprise,Qualification,309773.94,2024-07-23,mariana@raptorsoft.com,omit,2023-12-26,59,
OPP-2025076,DataPrime,ACC-1106,Mid-Market,Negotiation,144161.91,2024-12-24,mariana@raptorsoft.com,Omit,2023-12-06,60,HS-90381
OPP-2025077,skyops,,SMB,Discovery,6709.95,2023-07-24,pedro@raptorsoft.com,Best Case,2024-03-09,17,
OPP-2025078,Acme Corp.,ACC-1100,Enterprise,Proposal,126935.51,2025-01-22,carlos@raptorsoft.com,Best Case,2024-10-20,73,HS-90209
OPP-2025079,mindbox,ACC-1111,SMB,Negotiation ,23905.12,2024-11-13,joao@raptorsoft.com,Best Case,2024-10-24,91,
OPP-2025080,Orbit Digital,ACC-1104,Mid-Market,Proposal,42276.59,2025-01-26,carlos@raptorsoft.com,Pipeline,2024-11-08,17,
OPP-2025081,Polaris Tech,ACC-1118,SMB,Negotiation ,20071.47,2024-11-04,carlos@raptorsoft.com,Pipeline,2024-08-22,16,HS-90074
OPP-2025082,polare,ACC-1109,Mid-Market,Prop,53573.92,2024-03-05,ana.lima@raptorsoft.com,Pipeline,2024-08-18,19,HS-90072
OPP-2025083,Rush Flow,ACC-1110,SMB,Prospecting,30611.68,2025-01-29,mariana@raptorsoft.com,Pipeline,2024-10-13,57,HS-90131
OPP-2025084,Data Prime,ACC-1106,SMB,Closed Won,19473.86,2024-10-30,ana.lima@raptorsoft.com,best case,2023-07-06,76,HS-90197
OPP-2025085,Acme Corp,ACC-1100,Mid-Market,DISCOVERY,39486.45,2025-01-26,pedro@raptorsoft.com,Commit,2024-06-27,47,HS-90048
OPP-2025086,INNOVA,ACC-1116,SMB,Prospecting,36229.13,2023-10-10,ana.lima@raptorsoft.com,Pipeline,2024-04-17,101,
OPP-2025087,Orbit,ACC-1104,SMB,Closed Lost,30598.47,2024-09-20,joao@raptorsoft.com,Commit,2023-12-12,69,HS-90161
OPP-2025088,DataPrime,ACC-1106,Enterprise,Discovery,181489.47,2025-01-26,pedro@raptorsoft.com,best case,2024-07-26,39,HS-90519
OPP-2025089,Tap Flow,ACC-1115,Enterprise,Prospecting,496960.08,2023-05-01,carlos@raptorsoft.com,Pipeline,2024-11-11,11,
OPP-2025090,DataPrime,ACC-1106,SMB,qualification,33011.99,2024-11-25,ana.lima@raptorsoft.com,Commit,2024-06-11,41,HS-90487
OPP-2025091,FLUXO SISTEMAS,ACC-1105,Mid-Market,Proposal,36804.62,2024-07-08,carlos@raptorsoft.com,pipeline,2024-04-29,10,HS-90249
OPP-2025092,Sky Ops,ACC-1108,Mid-Market,Proposal,59783.66,2024-07-31,joao@raptorsoft.com,omit,2024-07-31,600,
OPP-2025093,Polaris Tech,ACC-1118,Mid-Market,Discovery,58380.48,2023-08-27,joao@raptorsoft.com,Best Case,2023-08-19,55,
OPP-2025094,gridsoft,ACC-1117,Mid-Market,closed-won,-33457.5,2024-03-12,mariana@raptorsoft.com,Best Case,2023-10-30,73,HS-90114
OPP-2025095,Innova Tech,ACC-1116,Enterprise,Prospecting,445216.09,2024-12-28,carlos@raptorsoft.com,Commit,2023-08-12,76,HS-90765
OPP-2025096,zentra,ACC-1112,Mid-Market,Qualification,31954.8,2024-11-01,carlos@raptorsoft.com,Commit,2024-06-02,109,
OPP-2025097,Vertice,ACC-1103,Mid-Market,Qualification,36279.95,2024-09-12,ana.lima@raptorsoft.com,omit,2024-07-14,-5,
OPP-2025098,Sky Ops,,Enterprise,Qualification,-301587.15,2024-08-03,joao@raptorsoft.com,best case,2023-07-17,104,HS-90539
OPP-2025099,beta solutions,ACC-1101,SMB,qualification,25675.57,2024-09-26,carlos@raptorsoft.com,Commit,2024-03-18,118,
OPP-2025100,Polaris Tech,ACC-1118,SMB,Proposal,37785.53,2024-11-03,ana.lima@raptorsoft.com,Pipeline,2024-08-11,92,HS-90572
OPP-2025101,rushflow,ACC-1110,SMB,Prospecting,38969.92,2023-09-29,joao@raptorsoft.com,Best Case,2024-10-22,600,
OPP-2025102,Innova Tech,ACC-1116,Mid-Market,Qualification,97862.69,2024-11-07,ana.lima@raptorsoft.com,Best Case,2024-11-02,120,HS-90607
OPP-2025103,Fluxo Sistemas Ltda,ACC-1105,SMB,Negotiation,10580.88,2023-07-06,carlos@raptorsoft.com,Pipeline,2024-02-28,1,HS-90179
OPP-2025104,FLUXO SISTEMAS,,SMB,Proposal,-26162.75,2025-01-02,carlos@raptorsoft.com,Commit,2024-04-30,89,
OPP-2025105,Mind Box,ACC-1111,Mid-Market,Qualification,33534.53,2024-02-02,ana.lima@raptorsoft.com,Best Case,2023-09-10,56,HS-90504
OPP-2025106,Polare,ACC-1109,SMB,Proposal,22718.12,2024-02-15,,Pipeline,2023-09-16,72,
OPP-2025107,dataprime,ACC-1106,Mid-Market,Qualification,128890.99,2024-10-06,,Best Case,2024-05-07,83,HS-90375
OPP-2025108,SkyOps,ACC-1108,SMB,Negotiation,34465.01,2024-09-15,carlos@raptorsoft.com,Best Case,2024-07-15,102,HS-90268
OPP-2025109,CoreLogic,ACC-1114,SMB,Discovery,21999.54,2024-12-15,pedro@raptorsoft.com,Omit,2024-10-01,108,HS-90723
OPP-2025110,Acme Corp,ACC-1100,Mid-Market,Closed Lost,101665.85,2024-12-17,ana.lima@raptorsoft.com,Omit,2024-05-18,29,
OPP-2025111,Vertice,ACC-1103,Mid-Market,Closed Won,103910.14,2024-01-21,mariana@raptorsoft.com,omit,2023-09-15,118,HS-90605
OPP-2025112,CORELOGIC,ACC-1114,SMB,Discovery,36132.63,2025-01-24,pedro@raptorsoft.com,Pipeline,2024-11-21,117,HS-90658
