telemetry_id,account_domain,week_start,active_users,sessions_total,feature_depth_score,automation_runs,api_calls,last_login_days_ago,plan_tier,customer_id_fk
TEL-01137,polare.com.br,2024-07-20,33,103,0.669,382,1574,20,Growth Plan,CUST-0409
TEL-01138,skyops.com.br,2025-01-18,56,422,0.341,493,1434,29,Growth,CUST-0408
TEL-01139,polaris.com.br,2024-06-29,41,371,0.388,136,990,16,Growth,CUST-0418
TEL-01140,mindbox.com.br,2024-08-10,42,321,0.615,360,247,19,Starter,CUST-0411
TEL-01141,acmecorp.com.br,2025-01-11,19,89,0.535,211,990,28,Growth,
TEL-01142,tapflow.com.br,2024-01-27,38,150,0.557,161,1508,15,Business,
TEL-01143,rushflow.com.br,2024-01-20,2,6,0.121,550,610,11,Growth,CUST-0410
TEL-01144,skyops.com.br,2025-01-18,19,78,0.461,19,1485,20,Growth,CUST-0408
TEL-01145,tapflow.com.br,2024-10-26,0,0,0.228,72,928,14,Starter,
TEL-01146,skyops.com.br,2024-11-16,58,363,0.554,243,1804,11,Business,CUST-0408
TEL-01147,innova.com.br,2024-10-26,27,242,0.83,444,1143,0,Enterprise,
TEL-01148,skyops.com.br,2024-12-14,24,147,0.784,268,949,22,Starter,
TEL-01149,connectwave.com.br,2024-02-10,55,506,0.859,309,,5,Growth,
TEL-01150,connectwave.com.br,2024-04-06,8,29,0.926,55,1484,12,enterprise plan,CUST-0407
TEL-01151,polaris.com.br,2024-05-18,58,177,0.183,512,16,1,Enterprise,CUST-0418
TEL-01152,rushflow.com.br,2024-05-18,2,13,0.233,456,619,17,Growth,
TEL-01153,gridsoft.com.br,2025-01-25,1,8,0.43,435,50,30,enterprise plan,CUST-0417
TEL-01154,ampliasolucoes.com.br,2024-11-16,36,231,0.211,177,629,11,Business,CUST-0413
TEL-01155,connectwave.com.br,2024-02-24,1,4,0.828,221,1099,8,Growth,CUST-0407
TEL-01156,mindbox.com.br,2024-12-14,9,49,0.173,220,897,12,Growth Plan,CUST-0411
TEL-01157,mindbox.com.br,2024-12-14,40,127,0.624,304,1431,8,Enterprise,CUST-0411
TEL-01158,polare.com.br,2024-10-05,25,229,0.352,346,75,19,Growth Plan,CUST-0409
TEL-01159,acmecorp.com.br,2024-11-09,39,202,0.594,106,994,30,Growth Plan,
TEL-01160,acmecorp.com.br,2025-01-11,8,42,0.192,573,134,22,enterprise plan,CUST-0400
TEL-01161,corelogic.com.br,2024-02-10,7,27,0.933,106,1147,14,growth,CUST-0414
TEL-01162,polaris.com.br,2024-01-20,45,444,0.678,483,785,4,Enterprise,
TEL-01163,polaris.com.br,2024-01-13,3,26,0.897,530,1238,21,Enterprise,CUST-0418
TEL-01164,gridsoft.com.br,2024-07-27,27,178,0.943,589,1588,11,Starter,
TEL-01165,gruponexus.com.br,2024-01-06,0,0,0.487,564,,28,Enterprise,CUST-0402
TEL-01166,rushflow.com.br,2024-02-24,11,34,0.396,539,781,0,BUSINESS,
TEL-01167,polaris.com.br,2024-11-30,57,556,0.747,201,1849,15,Business,CUST-0418
TEL-01168,dataprime.com.br,2024-09-28,54,184,0.223,498,292,7,Business,CUST-0406
TEL-01169,gruponexus.com.br,2025-01-04,35,416,1.248,110,2873,22,Enterprise,CUST-0402
TEL-01170,ampliasolucoes.com.br,2024-03-16,39,220,1.274,339,1072,3,Business,CUST-0413
TEL-01171,dataprime.com.br,2024-02-03,44,277,0.871,183,540,6,Enterprise,
TEL-01172,gridsoft.com.br,2024-02-10,0,0,0.158,450,1500,6,Growth,
TEL-01173,polare.com.br,2024-03-23,20,102,0.154,346,471,-3,Business,
TEL-01174,ampliasolucoes.com.br,2024-10-12,17,122,0.925,114,351,9,Business,CUST-0413
TEL-01175,betasolutions.com.br,2024-09-14,9,28,0.215,125,,30,GROWTH,
TEL-01176,verticetech.com.br,2024-11-16,12,111,0.845,218,1781,3,Business,
TEL-01177,gruponexus.com.br,2024-03-23,11,63,0.338,221,615,17,Growth Plan,CUST-0402
TEL-01178,mindbox.com.br,2024-11-02,34,162,0.44,357,1406,30,Business,
TEL-01179,orbitdigital.com.br,2024-08-10,9,87,0.228,155,1245,20,enterprise plan,
TEL-01180,bluepath.com.br,2024-03-16,29,244,0.484,536,1768,19,Enterprise,CUST-0419
TEL-01181,skyops.com.br,2024-02-03,25,183,1.105,546,,27,Enterprise,CUST-0408
TEL-01182,ampliasolucoes.com.br,2024-04-20,4,15,0.437,474,891,12,Growth,CUST-0413
TEL-01183,tapflow.com.br,2024-02-03,52,404,0.228,375,1853,13,Growth,
TEL-01184,verticetech.com.br,2024-12-21,32,305,1.194,313,1853,13,Enterprise,CUST-0403
TEL-01185,bluepath.com.br,2024-12-21,58,676,0.185,756,1423,15,Business,CUST-0419
TEL-01186,polaris.com.br,2024-08-17,42,341,0.474,373,1549,20,Growth,
TEL-01187,gruponexus.com.br,2024-06-08,21,132,0.154,361,310,11,Enterprise,CUST-0402
TEL-01188,connectwave.com.br,2024-11-30,26,116,0.298,47,206,21,Growth,CUST-0407
TEL-01189,acmecorp.com.br,2024-02-03,53,409,0.781,245,,14,Starter,CUST-0400
TEL-01190,tapflow.com.br,2024-02-10,29,175,0.996,110,,14,Starter,CUST-0415
TEL-01191,bluepath.com.br,2024-01-13,14,109,0.349,146,1005,8,Business,
TEL-01192,zentra.com.br,2024-02-03,23,76,0.843,581,,18,growth,
TEL-01193,orbitdigital.com.br,2024-02-03,50,208,0.107,480,1676,20,Starter,CUST-0404
TEL-01194,skyops.com.br,2024-01-13,21,152,0.513,32,1750,21,Business,
TEL-01195,fluxosistemas.com.br,2024-11-02,34,271,1.344,393,1345,16,Growth Plan,CUST-0405
TEL-01196,zentra.com.br,2024-02-24,3,25,0.765,88,1518,9,Business,
TEL-01197,betasolutions.com.br,2024-10-12,17,148,0.939,206,1241,7,Enterprise,
TEL-01198,connectwave.com.br,2024-03-30,14,129,0.825,320,260,6,Starter,CUST-0407
TEL-01199,bluepath.com.br,2024-05-18,29,222,0.454,389,328,7,Enterprise,
TEL-01200,gridsoft.com.br,2024-03-23,26,169,0.645,382,179,30,Enterprise,
TEL-01201,rushflow.com.br,2025-01-18,36,254,0.755,513,,-3,Enterprise,CUST-0410
TEL-01202,orbitdigital.com.br,2025-01-11,42,140,0.655,483,484,19,Growth,
TEL-01203,orbitdigital.com.br,2024-03-23,46,183,0.115,264,1348,13,Business,CUST-0404
TEL-01204,tapflow.com.br,2024-02-24,52,204,0.104,566,,12,GROWTH,CUST-0415
TEL-01205,tapflow.com.br,2024-12-14,55,259,0.806,77,543,20,Starter,
TEL-01206,dataprime.com.br,2024-09-28,42,403,1.249,546,1785,11,Business,
TEL-01207,ampliasolucoes.com.br,2024-08-24,41,206,0.925,553,1726,0,Growth,CUST-0413
TEL-01208,ampliasolucoes.com.br,2024-02-03,36,126,0.654,594,,28,Enterprise,
TEL-01209,rushflow.com.br,2024-06-22,28,222,0.49,509,87,21,Business,
TEL-01210,mindbox.com.br,2024-03-23,55,180,0.978,75,1439,25,GROWTH,CUST-0411
TEL-01211,betasolutions.com.br,2024-10-05,47,315,0.161,366,1045,0,growth,
TEL-01212,polaris.com.br,2024-06-01,43,257,0.37,357,1290,24,Growth Plan,CUST-0418
TEL-01213,gruponexus.com.br,2024-11-30,48,235,0.254,138,1282,11,Growth,CUST-0402
TEL-01214,skyops.com.br,2025-01-25,32,268,0.382,429,1492,11,Growth,CUST-0408
TEL-01215,polare.com.br,2024-06-29,2,14,0.321,496,815,14,Enterprise,
TEL-01216,acmecorp.com.br,2024-05-11,37,213,0.379,191,259,8,Starter,
TEL-01217,corelogic.com.br,2024-04-06,23,174,0.649,414,14,4,Growth Plan,CUST-0414
TEL-01218,ampliasolucoes.com.br,2024-02-17,26,86,0.47,536,1311,6,Enterprise,
TEL-01219,fluxosistemas.com.br,2024-11-23,21,166,0.533,348,1941,8,Starter,CUST-0405
TEL-01220,bluepath.com.br,2024-11-02,48,415,0.332,64,952,1,Business,CUST-0419
TEL-01221,polare.com.br,2024-05-04,31,219,0.228,17,,2,Starter,
TEL-01222,corelogic.com.br,2024-06-08,43,160,0.153,86,1113,12,Starter,CUST-0414
TEL-01223,zentra.com.br,2024-02-10,24,150,0.769,600,876,11,Growth,CUST-0412
TEL-01224,zentra.com.br,2024-06-22,38,364,0.619,569,544,20,Business,CUST-0412
TEL-01225,betasolutions.com.br,2024-05-04,28,263,1.321,582,1,16,Growth,CUST-0401
TEL-01226,fluxosistemas.com.br,2024-08-03,16,95,0.467,69,465,16,Starter,CUST-0405
TEL-01227,zentra.com.br,2024-08-03,43,251,0.592,273,1925,30,Enterprise,CUST-0412
TEL-01228,zentra.com.br,2024-07-27,45,208,0.783,67,170,29,Growth,CUST-0412
TEL-01229,acmecorp.com.br,2024-03-16,1,5,0.907,12,94,5,Starter,CUST-0400
TEL-01230,skyops.com.br,2024-08-24,31,159,0.347,207,132,15,Business,
TEL-01231,skyops.com.br,2024-03-30,19,107,0.104,544,1988,20,Growth,CUST-0408
TEL-01232,zentra.com.br,2024-08-10,33,136,0.658,319,,2,Starter,CUST-0412
TEL-01233,skyops.com.br,2024-06-29,15,74,0.493,518,762,27,starter,CUST-0408
TEL-01234,verticetech.com.br,2025-01-25,34,180,0.567,494,,13,Starter,
TEL-01235,connectwave.com.br,2024-11-30,22,191,0.469,341,187,0,Enterprise,CUST-0407
TEL-01236,verticetech.com.br,2024-12-14,28,170,0.304,396,848,14,Growth,CUST-0403
TEL-01237,gridsoft.com.br,2024-11-02,57,286,0.906,149,,11,Starter,
TEL-01238,gridsoft.com.br,2024-03-02,49,278,0.146,120,811,5,starter,CUST-0417
TEL-01239,skyops.com.br,2024-08-24,13,86,0.103,321,466,7,Growth,CUST-0408
TEL-01240,fluxosistemas.com.br,2024-04-27,53,452,1.255,357,1299,6,Starter,CUST-0405
TEL-01241,acmecorp.com.br,2024-03-30,15,85,0.833,498,1989,10,starter,
TEL-01242,skyops.com.br,2024-05-25,55,186,0.937,89,1162,16,Growth,CUST-0408
TEL-01243,rushflow.com.br,2024-06-08,26,230,0.692,199,,7,GROWTH,
TEL-01244,innova.com.br,2024-05-18,52,348,0.117,372,,23,BUSINESS,CUST-0416
TEL-01245,verticetech.com.br,2024-10-12,16,156,0.983,170,,1,Enterprise,
TEL-01246,acmecorp.com.br,2024-07-06,5,30,0.708,262,1933,14,enterprise plan,CUST-0400
TEL-01247,skyops.com.br,2024-01-27,1,6,0.968,43,,16,starter,CUST-0408
TEL-01248,acmecorp.com.br,2024-10-19,18,179,0.87,212,271,1,Enterprise,
TEL-01249,polaris.com.br,2024-11-23,34,259,0.243,472,527,18,Growth,CUST-0418
TEL-01250,orbitdigital.com.br,2024-01-20,20,101,0.243,64,,3,Growth,CUST-0404
TEL-01251,gruponexus.com.br,2024-02-24,3,21,0.968,13,244,14,Growth,CUST-0402
TEL-01252,fluxosistemas.com.br,2024-11-09,53,409,0.607,146,1683,5,starter,
TEL-01253,betasolutions.com.br,2024-06-29,34,197,0.279,555,1888,28,Starter,
TEL-01254,bluepath.com.br,2024-07-20,20,126,0.388,332,1313,5,Starter,
TEL-01255,zentra.com.br,2024-04-20,30,275,0.241,368,794,11,Enterprise,CUST-0412
TEL-01256,mindbox.com.br,2024-11-02,59,331,0.672,580,1086,27,Business,CUST-0411
TEL-01257,innova.com.br,2024-04-20,29,247,0.239,15,636,22,Enterprise,CUST-0416
TEL-01258,ampliasolucoes.com.br,2024-01-06,54,493,0.919,441,,5,Enterprise,CUST-0413
TEL-01259,dataprime.com.br,2024-04-13,19,173,0.989,566,588,17,Starter,CUST-0406
TEL-01260,polaris.com.br,2024-01-20,52,395,0.599,371,1253,14,enterprise plan,CUST-0418
TEL-01261,acmecorp.com.br,2024-12-21,42,402,0.95,215,,-1,Business,
TEL-01262,fluxosistemas.com.br,2024-06-22,51,354,0.154,387,1468,0,Business,
TEL-01263,corelogic.com.br,2024-11-02,44,433,0.574,437,1564,6,Growth Plan,CUST-0414
TEL-01264,skyops.com.br,2024-11-02,10,43,0.997,584,1520,18,Starter,CUST-0408
TEL-01265,skyops.com.br,2024-08-10,21,178,0.49,78,1348,17,BUSINESS,CUST-0408
TEL-01266,gruponexus.com.br,2024-08-31,55,385,0.128,325,1168,29,Starter,
TEL-01267,innova.com.br,2024-12-21,11,87,0.727,502,,22,Enterprise,CUST-0416
TEL-01268,gridsoft.com.br,2024-11-23,0,0,0.723,278,,26,Starter,CUST-0417
TEL-01269,dataprime.com.br,2024-11-16,37,290,0.489,577,517,15,Business,
TEL-01270,orbitdigital.com.br,2024-01-20,3,28,0.742,101,278,7,Starter,
TEL-01271,betasolutions.com.br,2024-12-28,22,207,0.304,168,14,12,Growth,CUST-0401
TEL-01272,gridsoft.com.br,2024-12-14,22,80,0.872,159,56,7,Starter,CUST-0417
TEL-01273,bluepath.com.br,2024-09-28,18,80,0.163,129,1810,25,Business,CUST-0419
TEL-01274,gridsoft.com.br,2024-05-11,44,409,0.122,156,1302,24,Growth,CUST-0417
TEL-01275,gruponexus.com.br,2024-03-16,59,385,0.576,266,1316,-1,Business,
TEL-01276,rushflow.com.br,2024-01-13,41,225,0.836,28,354,14,Starter,CUST-0410
TEL-01277,fluxosistemas.com.br,2024-05-11,37,219,0.716,510,1338,10,Growth,
TEL-01278,corelogic.com.br,2024-04-06,43,196,0.209,168,1176,3,GROWTH,
TEL-01279,gridsoft.com.br,2024-10-26,4,28,0.162,495,973,0,Starter,CUST-0417
TEL-01280,corelogic.com.br,2024-08-17,26,107,0.221,463,,3,Business,
TEL-01281,rushflow.com.br,2024-02-17,13,64,0.68,304,,1,Starter,CUST-0410
TEL-01282,zentra.com.br,2024-10-19,3,15,0.409,480,1014,15,growth,
TEL-01283,dataprime.com.br,2025-01-11,60,443,0.218,111,1451,9,Growth,CUST-0406
TEL-01284,tapflow.com.br,2024-04-27,36,318,0.718,4,952,13,Starter,CUST-0415
TEL-01285,tapflow.com.br,2024-11-16,53,484,0.514,436,1008,15,starter,CUST-0415
TEL-01286,orbitdigital.com.br,2025-01-18,22,111,0.631,407,744,18,Enterprise,
TEL-01287,fluxosistemas.com.br,2025-01-25,1,7,0.97,223,638,18,Business,CUST-0405
TEL-01288,gruponexus.com.br,2024-04-27,59,435,0.267,27,467,6,Business,CUST-0402
TEL-01289,dataprime.com.br,2024-05-11,6,30,0.698,122,,9,Enterprise,CUST-0406
TEL-01290,tapflow.com.br,2024-03-02,0,0,0.77,185,1593,28,Growth,CUST-0415
TEL-01291,polaris.com.br,2024-05-04,54,422,0.83,374,1819,24,Growth,CUST-0418
TEL-01292,orbitdigital.com.br,2024-12-28,7,55,0.664,493,1394,20,Growth,CUST-0404
TEL-01293,verticetech.com.br,2024-04-27,35,129,0.516,34,1545,17,Growth,
TEL-01294,mindbox.com.br,2024-12-21,52,278,0.762,324,1385,27,Enterprise,
TEL-01295,connectwave.com.br,2024-11-09,22,164,0.102,589,1819,22,Growth,
TEL-01296,skyops.com.br,2024-10-19,6,41,0.275,624,1548,19,Starter,CUST-0408
TEL-01297,orbitdigital.com.br,2024-07-27,58,450,0.449,553,1851,22,Business,CUST-0404
TEL-01298,mindbox.com.br,2024-05-04,38,244,0.898,558,434,30,Starter,CUST-0411
TEL-01299,acmecorp.com.br,2024-05-25,55,388,0.422,520,547,8,Enterprise,CUST-0400
TEL-01300,fluxosistemas.com.br,2024-05-11,2,11,0.944,58,1503,0,BUSINESS,
TEL-01301,gridsoft.com.br,2024-11-16,42,390,0.187,431,1446,22,Enterprise,CUST-0417
TEL-01302,skyops.com.br,2024-06-08,15,60,0.265,589,181,1,Growth,
TEL-01303,innova.com.br,2024-05-11,1,6,0.287,86,198,13,Business,
TEL-01304,gridsoft.com.br,2024-10-26,16,152,0.774,418,1677,-1,Growth,
TEL-01305,innova.com.br,2024-04-27,28,144,0.436,539,494,21,Enterprise,CUST-0416
TEL-01306,polare.com.br,2024-10-12,42,413,0.136,120,1305,27,Business,
TEL-01307,acmecorp.com.br,2024-05-11,19,179,0.381,179,545,0,Business,CUST-0400
TEL-01308,gridsoft.com.br,2024-06-01,9,37,1.132,480,851,0,Starter,CUST-0417
TEL-01309,fluxosistemas.com.br,2024-11-30,3,16,0.224,504,,26,Business,CUST-0405
TEL-01310,innova.com.br,2024-05-04,30,108,0.691,551,,26,Starter,CUST-0416
TEL-01311,orbitdigital.com.br,2024-08-31,21,122,0.2,39,558,29,Business,
TEL-01312,orbitdigital.com.br,2024-07-13,36,329,0.382,89,580,12,Starter,CUST-0404
TEL-01313,tapflow.com.br,2024-04-06,60,384,0.591,274,,7,Starter,CUST-0415
TEL-01314,rushflow.com.br,2024-08-17,24,143,0.163,249,1576,26,Enterprise,CUST-0410
TEL-01315,ampliasolucoes.com.br,2024-04-20,7,38,0.265,56,259,25,Growth Plan,CUST-0413
TEL-01316,innova.com.br,2024-02-17,49,387,0.39,516,1114,13,Growth,CUST-0416
TEL-01317,ampliasolucoes.com.br,2024-05-11,46,401,0.13,207,1574,27,Business,
TEL-01318,gridsoft.com.br,2024-09-14,45,401,0.656,436,,16,Business,CUST-0417
TEL-01319,corelogic.com.br,2024-03-30,10,51,1.285,300,1422,18,Growth,CUST-0414
TEL-01320,innova.com.br,2024-01-06,11,60,0.185,236,1341,27,Enterprise,CUST-0416
TEL-01321,dataprime.com.br,2024-01-20,18,133,0.319,254,1986,5,Business,
TEL-01322,ampliasolucoes.com.br,2024-02-17,6,42,0.727,96,743,19,Enterprise,CUST-0413
TEL-01323,mindbox.com.br,2024-08-24,35,344,0.584,43,,2,GROWTH,CUST-0411
TEL-01324,gridsoft.com.br,2024-03-02,56,518,0.191,90,2206,6,Growth,CUST-0417
TEL-01325,mindbox.com.br,2024-06-29,58,529,0.413,225,1655,7,Business,
TEL-01326,polaris.com.br,2024-12-28,2,11,0.708,459,1198,29,BUSINESS,CUST-0418
TEL-01327,fluxosistemas.com.br,2024-07-20,33,251,0.165,557,1546,4,Growth,
TEL-01328,polaris.com.br,2024-04-13,10,70,0.274,525,1661,24,Enterprise,CUST-0418
TEL-01329,innova.com.br,2024-06-29,57,280,0.642,22,146,18,Business,CUST-0416
TEL-01330,gridsoft.com.br,2024-08-17,44,153,0.743,216,1162,26,Business,CUST-0417
TEL-01331,gridsoft.com.br,2024-10-12,49,399,1.161,206,631,4,starter,
TEL-01332,zentra.com.br,2024-06-01,9,75,0.436,60,1036,9,Starter,
TEL-01333,rushflow.com.br,2024-10-12,40,325,0.771,511,1381,15,GROWTH,
TEL-01334,polare.com.br,2024-04-13,20,147,0.244,429,283,24,starter,CUST-0409
TEL-01335,bluepath.com.br,2024-01-27,58,568,0.441,244,,9,enterprise plan,CUST-0419
TEL-01336,rushflow.com.br,2024-03-16,42,327,0.135,29,757,11,Growth,
TEL-01337,connectwave.com.br,2024-03-09,49,387,0.446,312,1224,16,Business,
TEL-01338,gridsoft.com.br,2024-06-15,5,16,1.214,380,693,3,Growth,
TEL-01339,skyops.com.br,2024-03-23,78,519,1.152,178,,20,Starter,CUST-0408
TEL-01340,orbitdigital.com.br,2024-01-13,37,366,0.235,247,1042,20,Growth,
TEL-01341,skyops.com.br,2024-09-07,37,126,0.65,419,946,8,Growth,CUST-0408
TEL-01342,fluxosistemas.com.br,2024-05-11,11,34,0.339,431,493,12,Enterprise,CUST-0405
TEL-01343,dataprime.com.br,2024-03-30,25,222,0.603,505,566,20,Starter,CUST-0406
TEL-01344,gruponexus.com.br,2024-02-17,54,623,0.27,304,2488,13,GROWTH,
TEL-01345,skyops.com.br,2025-01-25,6,18,0.337,360,822,24,Growth,
TEL-01346,verticetech.com.br,2024-05-18,54,353,0.231,310,1792,2,Enterprise,CUST-0403
TEL-01347,mindbox.com.br,2024-04-06,57,659,0.836,78,1026,15,starter,
TEL-01348,rushflow.com.br,2024-09-28,34,237,1.176,371,614,3,Growth,CUST-0410
TEL-01349,acmecorp.com.br,2024-03-23,12,66,0.396,139,,15,Business,
TEL-01350,orbitdigital.com.br,2024-09-21,5,32,0.719,575,32,6,Starter,CUST-0404
TEL-01351,tapflow.com.br,2024-02-03,24,137,0.506,589,449,16,Business,CUST-0415
TEL-01352,verticetech.com.br,2024-12-28,37,164,1.087,413,670,2,Starter,CUST-0403
TEL-01353,verticetech.com.br,2024-05-11,51,481,0.2,315,1264,0,Growth Plan,
TEL-01354,corelogic.com.br,2025-01-25,31,155,0.153,383,,30,Business,
TEL-01355,connectwave.com.br,2024-08-10,59,371,0.5,26,446,0,Business,
TEL-01356,rushflow.com.br,2024-07-13,55,285,0.536,234,1615,15,Enterprise,CUST-0410
TEL-01357,gruponexus.com.br,2024-07-13,39,259,0.802,304,596,15,Growth,CUST-0402
TEL-01358,gridsoft.com.br,2024-09-21,7,54,0.283,35,906,7,GROWTH,CUST-0417
TEL-01359,dataprime.com.br,2024-03-23,9,41,0.779,23,1097,8,Enterprise,CUST-0406
TEL-01360,bluepath.com.br,2024-08-03,3,16,0.154,80,400,14,Growth,CUST-0419
TEL-01361,innova.com.br,2024-05-11,20,128,0.317,71,1848,7,Growth,CUST-0416
TEL-01362,mindbox.com.br,2025-01-25,8,27,0.528,266,949,1,Enterprise,
TEL-01363,mindbox.com.br,2024-01-27,31,266,0.238,588,541,9,Enterprise,CUST-0411
TEL-01364,betasolutions.com.br,2024-02-17,59,267,0.987,247,944,14,Growth,
TEL-01365,verticetech.com.br,2024-05-11,50,308,0.29,422,490,27,Enterprise,
TEL-01366,gridsoft.com.br,2025-01-18,21,104,0.539,184,521,21,Growth,CUST-0417
TEL-01367,bluepath.com.br,2024-05-04,14,62,0.189,194,995,24,Growth,CUST-0419
TEL-01368,fluxosistemas.com.br,2024-07-20,76,723,0.491,157,2463,16,enterprise plan,CUST-0405
TEL-01369,innova.com.br,2024-04-13,55,192,0.424,78,1089,24,Growth,
TEL-01370,gridsoft.com.br,2024-02-03,49,431,0.437,86,333,3,Growth,
TEL-01371,verticetech.com.br,2024-03-09,8,39,0.476,238,,23,Growth,
TEL-01372,skyops.com.br,2024-09-07,40,332,0.287,569,760,22,growth,
TEL-01373,innova.com.br,2024-10-12,39,168,0.252,72,1553,10,Business,CUST-0416
TEL-01374,corelogic.com.br,2024-09-07,42,346,0.111,134,132,7,Growth,
TEL-01375,rushflow.com.br,2024-09-28,55,292,0.376,204,45,14,Business,
TEL-01376,rushflow.com.br,2024-08-17,51,218,0.426,655,1111,1,Starter,CUST-0410
TEL-01377,dataprime.com.br,2024-10-26,17,117,0.651,400,,2,Growth,CUST-0406
TEL-01378,skyops.com.br,2024-08-24,3,11,0.13,205,1271,0,Business,
TEL-01379,acmecorp.com.br,2024-02-10,45,390,0.238,425,1855,0,Enterprise,CUST-0400
TEL-01380,ampliasolucoes.com.br,2024-12-21,47,155,0.455,27,1387,16,Starter,CUST-0413
TEL-01381,fluxosistemas.com.br,2024-09-14,48,337,0.902,369,205,20,Growth,CUST-0405
TEL-01382,dataprime.com.br,2024-07-06,0,0,0.904,412,961,22,Growth,CUST-0406
TEL-01383,polaris.com.br,2024-09-07,21,176,0.579,415,1457,15,GROWTH,
TEL-01384,rushflow.com.br,2024-09-14,11,90,0.756,334,1130,8,Business,CUST-0410
TEL-01385,connectwave.com.br,2024-05-04,36,320,0.175,198,1120,2,Starter,CUST-0407
TEL-01386,bluepath.com.br,2024-08-17,20,102,0.802,533,1140,15,Growth,CUST-0419
TEL-01387,acmecorp.com.br,2024-07-13,55,424,0.129,266,1811,7,Business,CUST-0400
TEL-01388,mindbox.com.br,2024-07-27,57,292,0.103,335,1120,26,enterprise plan,CUST-0411
TEL-01389,bluepath.com.br,2024-12-28,7,26,0.594,592,107,0,Growth,CUST-0419
TEL-01390,gruponexus.com.br,2025-01-18,11,64,0.1,361,768,5,Starter,
TEL-01391,polaris.com.br,2024-05-04,10,47,0.761,218,1931,30,Growth Plan,CUST-0418
TEL-01392,mindbox.com.br,2024-01-13,17,132,0.508,536,1168,16,GROWTH,
TEL-01393,mindbox.com.br,2024-07-13,12,95,0.945,463,445,19,Growth Plan,CUST-0411
TEL-01394,skyops.com.br,2024-01-27,52,393,0.142,505,1981,14,Growth,
TEL-01395,tapflow.com.br,2024-05-18,58,273,0.715,17,602,16,Starter,
TEL-01396,verticetech.com.br,2024-11-23,15,130,0.149,173,63,6,Growth,CUST-0403
TEL-01397,gridsoft.com.br,2024-01-13,9,43,0.362,552,1817,24,Enterprise,
TEL-01398,gridsoft.com.br,2024-04-06,14,42,1.288,163,547,3,Growth,
TEL-01399,acmecorp.com.br,2024-02-10,29,244,0.162,359,773,-1,Enterprise,
TEL-01400,verticetech.com.br,2024-09-14,25,81,0.812,199,,2,BUSINESS,CUST-0403
TEL-01401,mindbox.com.br,2024-04-20,34,164,0.652,355,1938,19,Enterprise,CUST-0411
TEL-01402,acmecorp.com.br,2024-07-13,38,264,0.302,76,942,20,Business,
TEL-01403,zentra.com.br,2024-11-09,57,374,0.843,146,205,24,Business,CUST-0412
TEL-01404,polare.com.br,2024-01-20,21,145,0.384,415,1684,16,starter,
TEL-01405,polare.com.br,2024-05-11,41,393,0.565,100,1832,1,Growth,
TEL-01406,gruponexus.com.br,2024-02-17,29,135,0.27,105,145,28,Growth,CUST-0402
TEL-01407,mindbox.com.br,2024-01-27,15,144,0.991,243,526,23,Growth,
TEL-01408,bluepath.com.br,2024-07-20,16,59,0.36,152,968,3,Business,
TEL-01409,rushflow.com.br,2024-05-04,58,464,0.43,442,1670,19,starter,CUST-0410
TEL-01410,skyops.com.br,2024-03-16,24,129,0.42,316,455,3,growth,CUST-0408
TEL-01411,polaris.com.br,2024-09-28,58,486,1.219,345,118,10,Growth Plan,
TEL-01412,innova.com.br,2024-12-14,57,378,0.683,466,518,16,BUSINESS,CUST-0416
TEL-01413,polaris.com.br,2025-01-11,45,376,0.44,65,1719,12,Business,
TEL-01414,connectwave.com.br,2024-03-02,52,466,0.598,63,207,18,Business,CUST-0407
TEL-01415,bluepath.com.br,2024-06-08,25,221,0.468,470,1736,23,Enterprise,
TEL-01416,ampliasolucoes.com.br,2024-10-19,14,131,0.296,374,233,0,starter,
TEL-01417,polare.com.br,2024-05-25,42,152,0.984,595,1439,7,Business,CUST-0409
TEL-01418,innova.com.br,2024-04-27,13,42,0.966,396,1011,14,Enterprise,
TEL-01419,dataprime.com.br,2024-11-02,34,251,0.798,102,,27,Enterprise,
TEL-01420,bluepath.com.br,2024-08-10,49,192,0.59,12,580,20,Business,CUST-0419
TEL-01421,fluxosistemas.com.br,2024-06-29,37,159,0.132,59,1727,4,Growth,
TEL-01422,mindbox.com.br,2024-04-20,23,143,0.229,126,1995,9,growth,CUST-0411
TEL-01423,tapflow.com.br,2025-01-25,47,319,0.235,10,1854,1,Starter,
TEL-01424,connectwave.com.br,2024-01-27,56,534,1.203,429,335,22,Growth,
TEL-01425,mindbox.com.br,2024-07-06,42,162,0.677,349,982,20,enterprise plan,CUST-0411
TEL-01426,bluepath.com.br,2024-07-06,36,339,0.935,148,1456,6,Enterprise,CUST-0419
TEL-01427,acmecorp.com.br,2024-05-25,53,200,0.712,128,989,14,Growth,
TEL-01428,ampliasolucoes.com.br,2024-08-03,37,155,0.658,509,1190,29,Growth Plan,CUST-0413
TEL-01429,connectwave.com.br,2024-06-15,3,25,0.376,283,1419,24,Business,CUST-0407
TEL-01430,gridsoft.com.br,2024-08-24,54,225,0.877,174,1571,14,Enterprise,
TEL-01431,betasolutions.com.br,2024-01-27,60,590,0.772,480,18,11,Starter,CUST-0401
